filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
╨Ч╨Э╨Ю0301516605_TS903153360-ee11c2de-9921-4bb5-b2cb-d3ac0eb76c75.jpg,199843,"{}",2,0,"{""name"":""rect"",""x"":256,""y"":270,""width"":702,""height"":1526}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516605_TS903153360-ee11c2de-9921-4bb5-b2cb-d3ac0eb76c75.jpg,199843,"{}",2,1,"{""name"":""rect"",""x"":256,""y"":270,""width"":702,""height"":1526}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516670_TS903153390-10dc87d9-a4af-4a16-9b72-00a5214708f9.jpg,194489,"{}",2,0,"{""name"":""rect"",""x"":291,""y"":626,""width"":698,""height"":1000}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516670_TS903153390-10dc87d9-a4af-4a16-9b72-00a5214708f9.jpg,194489,"{}",2,1,"{""name"":""rect"",""x"":291,""y"":626,""width"":698,""height"":1000}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-61d66d4a-beb5-457f-a0c7-fcdd2382fe23.jpg,308441,"{}",4,0,"{""name"":""rect"",""x"":799,""y"":597,""width"":630,""height"":1000}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-61d66d4a-beb5-457f-a0c7-fcdd2382fe23.jpg,308441,"{}",4,1,"{""name"":""rect"",""x"":198,""y"":975,""width"":691,""height"":770}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-61d66d4a-beb5-457f-a0c7-fcdd2382fe23.jpg,308441,"{}",4,2,"{""name"":""rect"",""x"":799,""y"":597,""width"":630,""height"":1000}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-61d66d4a-beb5-457f-a0c7-fcdd2382fe23.jpg,308441,"{}",4,3,"{""name"":""rect"",""x"":198,""y"":975,""width"":691,""height"":770}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-c2c23a43-8f80-4e9a-9154-d21fd4e49c53.jpg,135515,"{}",2,0,"{""name"":""rect"",""x"":66,""y"":7,""width"":503,""height"":1552}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516686_TS903153387-c2c23a43-8f80-4e9a-9154-d21fd4e49c53.jpg,135515,"{}",2,1,"{""name"":""rect"",""x"":66,""y"":7,""width"":503,""height"":1552}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516689_TS903153401-c445cc31-ec3e-479d-8fdb-aab7b556138e.jpg,161142,"{}",2,0,"{""name"":""rect"",""x"":291,""y"":211,""width"":1123,""height"":1808}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516689_TS903153401-c445cc31-ec3e-479d-8fdb-aab7b556138e.jpg,161142,"{}",2,1,"{""name"":""rect"",""x"":291,""y"":211,""width"":1123,""height"":1808}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516772_TS903153428-ccfb8bbc-d276-446d-bd91-74f440e56c2c.jpg,202296,"{}",2,0,"{""name"":""rect"",""x"":362,""y"":453,""width"":756,""height"":1252}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516772_TS903153428-ccfb8bbc-d276-446d-bd91-74f440e56c2c.jpg,202296,"{}",2,1,"{""name"":""rect"",""x"":362,""y"":453,""width"":756,""height"":1252}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516868_TS903153449-b9ba1184-7faf-4003-81cc-b3b92a9a6095.jpg,249482,"{}",2,0,"{""name"":""rect"",""x"":211,""y"":507,""width"":1053,""height"":1042}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516868_TS903153449-b9ba1184-7faf-4003-81cc-b3b92a9a6095.jpg,249482,"{}",2,1,"{""name"":""rect"",""x"":211,""y"":507,""width"":1053,""height"":1042}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516953_TS903153472-bb4d8d3d-ba5e-424f-ad90-9fe182429cc8.jpg,199655,"{}",2,0,"{""name"":""rect"",""x"":270,""y"":378,""width"":912,""height"":1679}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516953_TS903153472-bb4d8d3d-ba5e-424f-ad90-9fe182429cc8.jpg,199655,"{}",2,1,"{""name"":""rect"",""x"":270,""y"":378,""width"":912,""height"":1679}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516956_TS903153470-48b27b23-e2b0-4940-8495-c45cfc4eb93c.jpg,170418,"{}",2,0,"{""name"":""rect"",""x"":389,""y"":534,""width"":675,""height"":1258}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516956_TS903153470-48b27b23-e2b0-4940-8495-c45cfc4eb93c.jpg,170418,"{}",2,1,"{""name"":""rect"",""x"":389,""y"":534,""width"":675,""height"":1258}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516958_TS903153468-18f0ed1b-1c40-4a7d-8523-7a881eaf1ee3.jpg,206586,"{}",4,0,"{""name"":""rect"",""x"":399,""y"":659,""width"":540,""height"":858}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516958_TS903153468-18f0ed1b-1c40-4a7d-8523-7a881eaf1ee3.jpg,206586,"{}",4,1,"{""name"":""rect"",""x"":982,""y"":1101,""width"":567,""height"":772}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516958_TS903153468-18f0ed1b-1c40-4a7d-8523-7a881eaf1ee3.jpg,206586,"{}",4,2,"{""name"":""rect"",""x"":399,""y"":659,""width"":540,""height"":858}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516958_TS903153468-18f0ed1b-1c40-4a7d-8523-7a881eaf1ee3.jpg,206586,"{}",4,3,"{""name"":""rect"",""x"":982,""y"":1101,""width"":567,""height"":772}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516961_TS903153467-8ddc71e4-6ddf-4171-ba55-03ea36b68a27.jpg,207484,"{}",2,0,"{""name"":""rect"",""x"":351,""y"":551,""width"":869,""height"":1511}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516961_TS903153467-8ddc71e4-6ddf-4171-ba55-03ea36b68a27.jpg,207484,"{}",2,1,"{""name"":""rect"",""x"":351,""y"":551,""width"":869,""height"":1511}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516965_TS903153471-11cbc137-5962-4975-b9fa-6752c19f6bf4.jpg,240806,"{}",2,0,"{""name"":""rect"",""x"":634,""y"":667,""width"":546,""height"":356}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516965_TS903153471-11cbc137-5962-4975-b9fa-6752c19f6bf4.jpg,240806,"{}",2,1,"{""name"":""rect"",""x"":634,""y"":667,""width"":546,""height"":356}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516965_TS903153471-aa190b59-ceda-437a-8ead-022a8430ff34.jpg,150470,"{}",2,0,"{""name"":""rect"",""x"":479,""y"":757,""width"":472,""height"":316}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516965_TS903153471-aa190b59-ceda-437a-8ead-022a8430ff34.jpg,150470,"{}",2,1,"{""name"":""rect"",""x"":479,""y"":757,""width"":472,""height"":316}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516976_TS903153479-23fe0d36-8d20-4c85-8a5a-e7d894fb9e1e.jpg,257771,"{}",2,0,"{""name"":""rect"",""x"":5,""y"":630,""width"":1092,""height"":680}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516976_TS903153479-23fe0d36-8d20-4c85-8a5a-e7d894fb9e1e.jpg,257771,"{}",2,1,"{""name"":""rect"",""x"":5,""y"":630,""width"":1092,""height"":680}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516976_TS903153479-92e26a82-5707-4bd0-a5d4-b4fb8f968c29.jpg,142742,"{}",2,0,"{""name"":""rect"",""x"":42,""y"":493,""width"":899,""height"":441}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516976_TS903153479-92e26a82-5707-4bd0-a5d4-b4fb8f968c29.jpg,142742,"{}",2,1,"{""name"":""rect"",""x"":42,""y"":493,""width"":899,""height"":441}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516977_TS903153469-e79fe5ba-6bf5-4d21-b058-90211f262725.jpg,293013,"{}",2,0,"{""name"":""rect"",""x"":315,""y"":245,""width"":866,""height"":1773}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301516977_TS903153469-e79fe5ba-6bf5-4d21-b058-90211f262725.jpg,293013,"{}",2,1,"{""name"":""rect"",""x"":315,""y"":245,""width"":866,""height"":1773}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517045_TS903153493-a9167631-a6a7-4222-b1c9-c3b749b12cc8.jpg,138889,"{}",2,0,"{""name"":""rect"",""x"":296,""y"":625,""width"":833,""height"":1366}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517045_TS903153493-a9167631-a6a7-4222-b1c9-c3b749b12cc8.jpg,138889,"{}",2,1,"{""name"":""rect"",""x"":296,""y"":625,""width"":833,""height"":1366}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517046_TS903153495-4d2f86ba-3e26-4d40-9e86-c8af6f7a027f.jpg,233035,"{}",2,0,"{""name"":""rect"",""x"":505,""y"":56,""width"":690,""height"":1801}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517046_TS903153495-4d2f86ba-3e26-4d40-9e86-c8af6f7a027f.jpg,233035,"{}",2,1,"{""name"":""rect"",""x"":505,""y"":56,""width"":690,""height"":1801}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517050_TS903153499-55ceb795-e650-49d5-8153-0af9e7e787a8.jpg,462853,"{}",2,0,"{""name"":""rect"",""x"":463,""y"":268,""width"":727,""height"":1389}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517050_TS903153499-55ceb795-e650-49d5-8153-0af9e7e787a8.jpg,462853,"{}",2,1,"{""name"":""rect"",""x"":463,""y"":268,""width"":727,""height"":1389}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517061_TS903153503-d1bfb6ab-0736-44f8-866c-f7f188ff199f.jpg,272473,"{}",2,0,"{""name"":""rect"",""x"":97,""y"":5,""width"":1292,""height"":2069}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517061_TS903153503-d1bfb6ab-0736-44f8-866c-f7f188ff199f.jpg,272473,"{}",2,1,"{""name"":""rect"",""x"":97,""y"":5,""width"":1292,""height"":2069}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517064_TS903153505-a4ce87eb-82df-4278-a1e2-4b6cdd026d6f.jpg,306658,"{}",4,0,"{""name"":""rect"",""x"":231,""y"":907,""width"":435,""height"":898}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517064_TS903153505-a4ce87eb-82df-4278-a1e2-4b6cdd026d6f.jpg,306658,"{}",4,1,"{""name"":""rect"",""x"":833,""y"":407,""width"":343,""height"":375}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517064_TS903153505-a4ce87eb-82df-4278-a1e2-4b6cdd026d6f.jpg,306658,"{}",4,2,"{""name"":""rect"",""x"":231,""y"":907,""width"":435,""height"":898}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517064_TS903153505-a4ce87eb-82df-4278-a1e2-4b6cdd026d6f.jpg,306658,"{}",4,3,"{""name"":""rect"",""x"":833,""y"":407,""width"":343,""height"":375}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517066_TS903153504-6e84c2d9-1c6d-46e6-8ad8-445b58d1e771.jpg,204217,"{}",2,0,"{""name"":""rect"",""x"":463,""y"":194,""width"":815,""height"":1481}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517066_TS903153504-6e84c2d9-1c6d-46e6-8ad8-445b58d1e771.jpg,204217,"{}",2,1,"{""name"":""rect"",""x"":463,""y"":194,""width"":815,""height"":1481}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517206_TS903153518-e026288a-5607-4a2b-803e-8a17f7b8e489.jpg,315323,"{}",2,0,"{""name"":""rect"",""x"":639,""y"":565,""width"":912,""height"":1384}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517206_TS903153518-e026288a-5607-4a2b-803e-8a17f7b8e489.jpg,315323,"{}",2,1,"{""name"":""rect"",""x"":639,""y"":565,""width"":912,""height"":1384}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517253_TS903153523-86bfc8d6-b89c-4f26-853a-93dc3747d8a7.jpg,191740,"{}",2,0,"{""name"":""rect"",""x"":393,""y"":227,""width"":981,""height"":1833}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517253_TS903153523-86bfc8d6-b89c-4f26-853a-93dc3747d8a7.jpg,191740,"{}",2,1,"{""name"":""rect"",""x"":393,""y"":227,""width"":981,""height"":1833}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517280_TS903153534-346639dc-1dd4-41ef-ae91-3952f4588e58.jpg,109957,"{}",2,0,"{""name"":""rect"",""x"":588,""y"":0,""width"":873,""height"":262}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517280_TS903153534-346639dc-1dd4-41ef-ae91-3952f4588e58.jpg,109957,"{}",2,1,"{""name"":""rect"",""x"":588,""y"":0,""width"":873,""height"":262}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517348_TS903153529-d8be93ae-6f3b-47ed-a916-eaf7ce18498d.jpg,234176,"{}",2,0,"{""name"":""rect"",""x"":606,""y"":639,""width"":454,""height"":792}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517348_TS903153529-d8be93ae-6f3b-47ed-a916-eaf7ce18498d.jpg,234176,"{}",2,1,"{""name"":""rect"",""x"":606,""y"":639,""width"":454,""height"":792}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517362_TS903153539-f1c4a2d0-b290-4db1-b215-388a60f7e659.jpg,218037,"{}",2,0,"{""name"":""rect"",""x"":634,""y"":671,""width"":639,""height"":593}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517362_TS903153539-f1c4a2d0-b290-4db1-b215-388a60f7e659.jpg,218037,"{}",2,1,"{""name"":""rect"",""x"":634,""y"":671,""width"":639,""height"":593}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517376_TS903153540-155bed4c-6ffa-4c86-a384-fabf6f688e4a.jpg,207850,"{}",2,0,"{""name"":""rect"",""x"":454,""y"":611,""width"":745,""height"":1458}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517376_TS903153540-155bed4c-6ffa-4c86-a384-fabf6f688e4a.jpg,207850,"{}",2,1,"{""name"":""rect"",""x"":454,""y"":611,""width"":745,""height"":1458}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517383_TS903153538-8e6dd7e6-831b-4406-8550-cc92b546354c.jpg,301117,"{}",2,0,"{""name"":""rect"",""x"":560,""y"":722,""width"":458,""height"":1287}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517383_TS903153538-8e6dd7e6-831b-4406-8550-cc92b546354c.jpg,301117,"{}",2,1,"{""name"":""rect"",""x"":560,""y"":722,""width"":458,""height"":1287}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517481_TS903153565-b0051b86-1228-4df8-9ec1-dd35c0880588.jpg,253478,"{}",4,0,"{""name"":""rect"",""x"":875,""y"":773,""width"":495,""height"":949}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517481_TS903153565-b0051b86-1228-4df8-9ec1-dd35c0880588.jpg,253478,"{}",4,1,"{""name"":""rect"",""x"":93,""y"":551,""width"":731,""height"":1060}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517481_TS903153565-b0051b86-1228-4df8-9ec1-dd35c0880588.jpg,253478,"{}",4,2,"{""name"":""rect"",""x"":875,""y"":773,""width"":495,""height"":949}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517481_TS903153565-b0051b86-1228-4df8-9ec1-dd35c0880588.jpg,253478,"{}",4,3,"{""name"":""rect"",""x"":93,""y"":551,""width"":731,""height"":1060}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517687_TS903153587-44c370b2-c8f3-4837-b032-d158026eee30.jpg,247747,"{}",2,0,"{""name"":""rect"",""x"":412,""y"":106,""width"":810,""height"":1537}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517687_TS903153587-44c370b2-c8f3-4837-b032-d158026eee30.jpg,247747,"{}",2,1,"{""name"":""rect"",""x"":412,""y"":106,""width"":810,""height"":1537}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517690_TS903153590-2d1f9098-7b53-4efc-8020-c6e58ade1313.jpg,207084,"{}",2,0,"{""name"":""rect"",""x"":157,""y"":5,""width"":1148,""height"":2028}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517690_TS903153590-2d1f9098-7b53-4efc-8020-c6e58ade1313.jpg,207084,"{}",2,1,"{""name"":""rect"",""x"":157,""y"":5,""width"":1148,""height"":2028}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517693_TS903153597-0abe606d-cb8e-47a6-aa1e-e63d178a8c64.jpg,268671,"{}",2,0,"{""name"":""rect"",""x"":491,""y"":523,""width"":579,""height"":1060}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517693_TS903153597-0abe606d-cb8e-47a6-aa1e-e63d178a8c64.jpg,268671,"{}",2,1,"{""name"":""rect"",""x"":491,""y"":523,""width"":579,""height"":1060}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517699_TS903153604-cdc2a962-3563-45a1-8db3-ee12d9cee2b6.jpg,242987,"{}",2,0,"{""name"":""rect"",""x"":241,""y"":805,""width"":699,""height"":643}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517699_TS903153604-cdc2a962-3563-45a1-8db3-ee12d9cee2b6.jpg,242987,"{}",2,1,"{""name"":""rect"",""x"":241,""y"":805,""width"":699,""height"":643}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517704_TS903153806-a9b29891-9e70-4e21-bdd3-10fde51071c0.jpg,228922,"{}",2,0,"{""name"":""rect"",""x"":343,""y"":194,""width"":768,""height"":1421}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517704_TS903153806-a9b29891-9e70-4e21-bdd3-10fde51071c0.jpg,228922,"{}",2,1,"{""name"":""rect"",""x"":343,""y"":194,""width"":768,""height"":1421}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517942_TS903153622-08c41052-d716-4963-a08d-3135a6c691ff.jpg,257536,"{}",2,0,"{""name"":""rect"",""x"":237,""y"":992,""width"":370,""height"":563}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517942_TS903153622-08c41052-d716-4963-a08d-3135a6c691ff.jpg,257536,"{}",2,1,"{""name"":""rect"",""x"":237,""y"":992,""width"":370,""height"":563}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517953_TS903153621-697ccf75-f175-4faf-968c-ea1a087bb300.jpg,189492,"{}",2,0,"{""name"":""rect"",""x"":354,""y"":153,""width"":775,""height"":1694}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517953_TS903153621-697ccf75-f175-4faf-968c-ea1a087bb300.jpg,189492,"{}",2,1,"{""name"":""rect"",""x"":354,""y"":153,""width"":775,""height"":1694}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517977_TS903153807-3642358b-13ec-4c61-b863-33ea61389c18.jpg,207165,"{}",2,0,"{""name"":""rect"",""x"":296,""y"":204,""width"":893,""height"":1625}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301517977_TS903153807-3642358b-13ec-4c61-b863-33ea61389c18.jpg,207165,"{}",2,1,"{""name"":""rect"",""x"":296,""y"":204,""width"":893,""height"":1625}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518406_TS903153705-c7e8c1eb-577b-401f-8459-8426a97a1457.jpg,95533,"{}",2,0,"{""name"":""rect"",""x"":3,""y"":187,""width"":1097,""height"":392}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518406_TS903153705-c7e8c1eb-577b-401f-8459-8426a97a1457.jpg,95533,"{}",2,1,"{""name"":""rect"",""x"":3,""y"":187,""width"":1097,""height"":392}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518406_TS903153705-d1db1f40-36c8-49e1-b2cc-9163c1468b7e.jpg,172184,"{}",2,0,"{""name"":""rect"",""x"":505,""y"":426,""width"":555,""height"":1157}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518406_TS903153705-d1db1f40-36c8-49e1-b2cc-9163c1468b7e.jpg,172184,"{}",2,1,"{""name"":""rect"",""x"":505,""y"":426,""width"":555,""height"":1157}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518412_TS903153709-31a89b7b-381e-4a12-bf88-92f94588294f.jpg,200707,"{}",2,0,"{""name"":""rect"",""x"":250,""y"":491,""width"":1125,""height"":1389}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518412_TS903153709-31a89b7b-381e-4a12-bf88-92f94588294f.jpg,200707,"{}",2,1,"{""name"":""rect"",""x"":250,""y"":491,""width"":1125,""height"":1389}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518532_TS903153745-3cedfd7c-cd54-4817-a8ff-c346c15b9796.jpg,175013,"{}",2,0,"{""name"":""rect"",""x"":287,""y"":255,""width"":954,""height"":866}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301518532_TS903153745-3cedfd7c-cd54-4817-a8ff-c346c15b9796.jpg,175013,"{}",2,1,"{""name"":""rect"",""x"":287,""y"":255,""width"":954,""height"":866}","{""terminal"":""terminal""}"
╨Ч╨Э╨Ю0301520736_TS903153803-1ea798e8-2f83-4fb3-8580-84cc8823b409.jpg,95322,"{}",4,0,"{""name"":""rect"",""x"":859,""y"":245,""width"":307,""height"":523}","{""terminal"":""terminal""}"
