filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
╨Ч╨Э╨Ю0301525459_TS903154612-8880b134-98c5-4909-ae2a-8d1fc9f38063.jpg,156290,"{}",1,0,"{""name"":""rect"",""x"":379,""y"":379,""width"":761,""height"":1526}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301527800_TS903155469-431d5326-7d40-4532-984c-9071843114ef.jpg,189540,"{}",1,0,"{""name"":""rect"",""x"":331,""y"":201,""width"":853,""height"":1816}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301527825_TS903155489-e46e3303-e8da-44c2-8490-f14b2269c26c.jpg,170379,"{}",1,0,"{""name"":""rect"",""x"":174,""y"":464,""width"":925,""height"":1601}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301530412_TS903156300-704d8cad-182f-4579-b1a3-230314bc4f0b.jpg,244980,"{}",1,0,"{""name"":""rect"",""x"":188,""y"":61,""width"":1123,""height"":2017}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301530490_TS903156331-9b52fa84-a59e-4b03-9347-57b81efc8038.jpg,172398,"{}",1,0,"{""name"":""rect"",""x"":393,""y"":195,""width"":806,""height"":1519}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301530898_TS903156420-d5ebeac0-6bca-468f-9228-156bab8198e9.jpg,176566,"{}",1,0,"{""name"":""rect"",""x"":393,""y"":375,""width"":765,""height"":1430}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301531061_TS903156471-2370d626-9248-41e8-b23e-1f9cbdea8eb4.jpg,262145,"{}",1,0,"{""name"":""rect"",""x"":328,""y"":229,""width"":908,""height"":1796}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301531795_TS903156654-949d1d2d-0aed-457b-a4da-45380bf122d9.jpg,157889,"{}",1,0,"{""name"":""rect"",""x"":311,""y"":270,""width"":799,""height"":1560}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301532650_TS903156778-cf62471e-384a-44e0-b6f5-f9ff3bb61ad6.jpg,281702,"{}",1,0,"{""name"":""rect"",""x"":119,""y"":423,""width"":959,""height"":1601}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301532851_TS903156815-61f4a140-cade-4850-a135-f5976a0c4c66.jpg,142603,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":126,""width"":872,""height"":744}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301532851_TS903156815-f1768fde-6a02-4f40-b41c-4ce5b577049d.jpg,261581,"{}",1,0,"{""name"":""rect"",""x"":423,""y"":246,""width"":843,""height"":1499}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301533265_TS903156911-ce7a2463-5e07-4437-b90f-098575d255cb.jpg,310051,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":3,""width"":1546,""height"":1454}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301533661_TS903157127-227f5d9f-c484-4c10-a58d-aa95a0d04750.jpg,259654,"{}",1,0,"{""name"":""rect"",""x"":324,""y"":85,""width"":891,""height"":1799}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301533666_TS903157112-8b8032c8-1500-4c68-98f9-e88ab68bd350.jpg,335247,"{}",3,0,"{""name"":""rect"",""x"":577,""y"":672,""width"":693,""height"":515}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301533666_TS903157112-8b8032c8-1500-4c68-98f9-e88ab68bd350.jpg,335247,"{}",3,1,"{""name"":""rect"",""x"":3,""y"":638,""width"":515,""height"":802}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301533666_TS903157112-8b8032c8-1500-4c68-98f9-e88ab68bd350.jpg,335247,"{}",3,2,"{""name"":""rect"",""x"":413,""y"":242,""width"":420,""height"":348}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301533685_TS903157120-11888298-4760-4325-bee6-a1c679500bea.jpg,337641,"{}",2,0,"{""name"":""rect"",""x"":819,""y"":809,""width"":560,""height"":918}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301533685_TS903157120-11888298-4760-4325-bee6-a1c679500bea.jpg,337641,"{}",2,1,"{""name"":""rect"",""x"":119,""y"":471,""width"":744,""height"":1345}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301534851_TS903157437-0c17f139-eec5-4252-bfff-ecafccf8b54a.jpg,140462,"{}",1,0,"{""name"":""rect"",""x"":238,""y"":282,""width"":1012,""height"":549}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301543107_TS903159798-2b21a81c-8f1f-48e2-8975-8383cb92045e.jpg,348714,"{}",1,0,"{""name"":""rect"",""x"":75,""y"":324,""width"":1116,""height"":1027}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301543107_TS903159798-85dc2d38-17b0-4739-9e8a-43010c71b26a.jpg,161944,"{}",1,0,"{""name"":""rect"",""x"":5,""y"":358,""width"":1019,""height"":835}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301570455_TS903167854-3d3d82d9-8b11-455b-b25d-9d0ceac1da08.jpg,222490,"{}",1,0,"{""name"":""rect"",""x"":300,""y"":273,""width"":973,""height"":1621}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301570591_TS903167842-8e274dc8-e2e7-4cd5-89e4-117d3fef728c.jpg,312131,"{}",1,0,"{""name"":""rect"",""x"":478,""y"":505,""width"":591,""height"":1099}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301570787_TS903167932-4c9ca1a3-97a9-4e60-ac1e-aa192a91d502.jpg,186863,"{}",1,0,"{""name"":""rect"",""x"":266,""y"":208,""width"":918,""height"":1676}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301571223_TS903168030-a0b49c39-23b7-4857-a025-1275343f76a2.jpg,162777,"{}",1,0,"{""name"":""rect"",""x"":158,""y"":234,""width"":763,""height"":1203}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301571237_TS903168004-7f571bf9-0797-4272-b35a-f7b3bfd98b21.jpg,266473,"{}",1,0,"{""name"":""rect"",""x"":683,""y"":1205,""width"":488,""height"":826}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301571586_TS903168077-3d7a4bca-ed9f-41c1-9482-09cfad484180.jpg,244707,"{}",1,0,"{""name"":""rect"",""x"":232,""y"":307,""width"":983,""height"":1693}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301571799_TS903168168-9df98bc5-2f18-4e5c-b3d7-6d56cda6fa80.jpg,169052,"{}",1,0,"{""name"":""rect"",""x"":164,""y"":133,""width"":983,""height"":1935}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301571977_TS903168276-38e4d817-14ea-4542-b3be-3f3109871b23.jpg,115916,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":133,""width"":1029,""height"":1423}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301571991_TS903168279-5dcc485c-b3bc-4467-a65b-532d37afbefa.jpg,205272,"{}",1,0,"{""name"":""rect"",""x"":51,""y"":48,""width"":1369,""height"":2011}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301572584_TS903168963-44282071-7a17-4172-bd50-bc566a549dd0.jpg,311892,"{}",2,0,"{""name"":""rect"",""x"":765,""y"":382,""width"":696,""height"":1249}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301572584_TS903168963-44282071-7a17-4172-bd50-bc566a549dd0.jpg,311892,"{}",2,1,"{""name"":""rect"",""x"":113,""y"":529,""width"":580,""height"":959}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301572702_TS903168468-e3d8f505-671f-4efc-bb2a-661099c0b946.jpg,331808,"{}",2,0,"{""name"":""rect"",""x"":911,""y"":526,""width"":649,""height"":1021}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301572702_TS903168468-e3d8f505-671f-4efc-bb2a-661099c0b946.jpg,331808,"{}",2,1,"{""name"":""rect"",""x"":7,""y"":823,""width"":724,""height"":881}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301572963_TS903168525-2962f181-8e4f-44cb-83da-6ce07b00c7b1.jpg,216545,"{}",1,0,"{""name"":""rect"",""x"":270,""y"":3,""width"":842,""height"":1259}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301573236_TS903168566-0dd448be-8460-4b8c-843e-a373ee6286c9.jpg,266789,"{}",1,0,"{""name"":""rect"",""x"":311,""y"":109,""width"":925,""height"":1734}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301573451_TS903168693-bd36bbc4-25b1-401b-a4a9-55beb66fc9d6.jpg,175767,"{}",1,0,"{""name"":""rect"",""x"":181,""y"":447,""width"":980,""height"":1628}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301573467_TS903168628-cf93d044-a1c6-4119-8280-ed745b0ee695.jpg,163787,"{}",1,0,"{""name"":""rect"",""x"":216,""y"":376,""width"":917,""height"":1649}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301573644_TS903168735-82d987c0-5453-4e3a-9b53-88cadc07e596.jpg,104352,"{}",1,0,"{""name"":""rect"",""x"":4,""y"":61,""width"":1552,""height"":1091}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301573644_TS903168735-fc18d9a1-f425-4b50-9266-23ad9cf2fee0.jpg,188575,"{}",1,0,"{""name"":""rect"",""x"":7,""y"":3,""width"":1553,""height"":2069}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301573985_TS903168750-d58be149-1349-4c53-ae28-20044cde9ba0.jpg,291114,"{}",1,0,"{""name"":""rect"",""x"":225,""y"":229,""width"":864,""height"":1727}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301573993_TS903169059-3c92245e-af40-41c3-aef8-8550501c2ffb.jpg,393080,"{}",2,0,"{""name"":""rect"",""x"":502,""y"":556,""width"":666,""height"":1335}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301573993_TS903169059-3c92245e-af40-41c3-aef8-8550501c2ffb.jpg,393080,"{}",2,1,"{""name"":""rect"",""x"":0,""y"":867,""width"":649,""height"":1140}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301574250_TS903168825-7c4d9f05-99f8-49b6-ad7c-a60ebc39f281.jpg,390356,"{}",2,0,"{""name"":""rect"",""x"":942,""y"":799,""width"":522,""height"":870}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301574250_TS903168825-7c4d9f05-99f8-49b6-ad7c-a60ebc39f281.jpg,390356,"{}",2,1,"{""name"":""rect"",""x"":212,""y"":406,""width"":676,""height"":1290}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301574798_TS903168890-9879221d-2d89-4f87-b680-38630ecb0b6b.jpg,259191,"{}",1,0,"{""name"":""rect"",""x"":242,""y"":201,""width"":888,""height"":1557}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301575403_TS903169089-87b42d66-f0cd-4d33-af96-20b4af435536.jpg,233116,"{}",1,0,"{""name"":""rect"",""x"":300,""y"":403,""width"":720,""height"":1437}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301575495_TS903169126-9e5dc66a-93c8-4451-ab48-34cc01a9f9c3.jpg,172905,"{}",1,0,"{""name"":""rect"",""x"":85,""y"":244,""width"":1389,""height"":734}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576091_TS903169293-7c1d96ac-ed76-43e3-8a28-4e8ab863676b.jpg,349042,"{}",2,0,"{""name"":""rect"",""x"":672,""y"":642,""width"":649,""height"":481}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576091_TS903169293-7c1d96ac-ed76-43e3-8a28-4e8ab863676b.jpg,349042,"{}",2,1,"{""name"":""rect"",""x"":72,""y"":362,""width"":737,""height"":454}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576091_TS903169293-a81b716f-bd9d-4aa7-a22c-d71e43af6390.jpg,219342,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":0,""width"":927,""height"":1454}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301576141_TS903169280-8d1c2e37-4876-42f8-91c3-61310f4d4c21.jpg,268485,"{}",1,0,"{""name"":""rect"",""x"":536,""y"":276,""width"":802,""height"":1608}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576523_TS903169335-580190a8-6ebc-4b8e-989f-d9ffdb09b82e.jpg,213917,"{}",1,0,"{""name"":""rect"",""x"":191,""y"":7,""width"":1239,""height"":1987}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576950_TS903169439-6e30c2ca-e706-4b11-80a5-5f4a491d4864.jpg,241567,"{}",1,0,"{""name"":""rect"",""x"":58,""y"":399,""width"":1342,""height"":1649}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576970_TS903169423-28956722-381f-4c14-9062-d5e9f3856fca.jpg,254159,"{}",2,0,"{""name"":""rect"",""x"":550,""y"":55,""width"":444,""height"":1014}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301576970_TS903169423-28956722-381f-4c14-9062-d5e9f3856fca.jpg,254159,"{}",2,1,"{""name"":""rect"",""x"":430,""y"":1744,""width"":457,""height"":335}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301577672_TS903169502-524a2746-e773-4612-a415-f2a6f1610503.jpg,300236,"{}",1,0,"{""name"":""rect"",""x"":126,""y"":263,""width"":983,""height"":1796}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301578290_TS903169718-75b312ea-d68e-428e-a9b3-d375613ec68c.jpg,330590,"{}",1,0,"{""name"":""rect"",""x"":560,""y"":567,""width"":495,""height"":829}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301578711_TS903169815-3b4af14f-6046-4eab-b636-861ae425227b.jpg,295205,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":0,""width"":1475,""height"":2072}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301579531_TS903169992-221b9a3c-0699-4c59-95d8-c0f387f95d30.jpg,213690,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":713,""width"":1167,""height"":946}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301579783_TS903169979-0990ff36-0a24-4d5d-87d7-a9ca2b41c816.jpg,249783,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":96,""width"":1253,""height"":1980}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301580201_TS903170099-40095bcd-217a-4cf9-88a9-878e656dbc58.jpg,232257,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":242,""width"":966,""height"":1830}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301580264_TS903170097-511d7232-941f-4648-99fa-9d93a5bf828e.jpg,213067,"{}",1,0,"{""name"":""rect"",""x"":287,""y"":167,""width"":1021,""height"":1905}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301580425_TS903170144-186acb54-6aa3-4ef1-978a-1471f71598a2.jpg,317132,"{}",1,0,"{""name"":""rect"",""x"":65,""y"":478,""width"":1352,""height"":959}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301580822_TS903170191-82d006cc-c670-4223-b2a7-5ee3901ef156.jpg,205327,"{}",1,0,"{""name"":""rect"",""x"":276,""y"":215,""width"":925,""height"":1860}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301581952_TS903170366-f5f59b6d-0d06-4c19-8f44-f18a7f1fc80e.jpg,359909,"{}",1,0,"{""name"":""rect"",""x"":505,""y"":731,""width"":461,""height"":928}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301582018_TS903170370-fab9571c-951d-417e-83c3-272d0c68c708.jpg,272403,"{}",1,0,"{""name"":""rect"",""x"":154,""y"":611,""width"":1147,""height"":768}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301582288_TS903170437-2c261ea7-3c2b-475d-b2b4-254008f5b6b9.jpg,154744,"{}",1,0,"{""name"":""rect"",""x"":46,""y"":356,""width"":814,""height"":1201}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301582288_TS903170437-a0b19b5b-0064-4021-a89f-7096ccf81231.jpg,327571,"{}",1,0,"{""name"":""rect"",""x"":229,""y"":61,""width"":1075,""height"":1891}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301583691_TS903170641-b6cbd92e-ab60-4712-8a75-355d974f9f03.jpg,250938,"{}",1,0,"{""name"":""rect"",""x"":628,""y"":195,""width"":635,""height"":1202}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301583968_TS903170678-5ce1400c-c080-4bd6-a090-c0361fe59b02.jpg,233687,"{}",1,0,"{""name"":""rect"",""x"":242,""y"":314,""width"":888,""height"":1471}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301584126_TS903170680-2f5ccec6-305a-422c-b64d-69a62a2465f8.jpg,261797,"{}",1,0,"{""name"":""rect"",""x"":294,""y"":317,""width"":727,""height"":1307}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301586036_TS903171068-9ff65b82-bdc7-4052-9a97-6cb2fb5614b9.jpg,227401,"{}",1,0,"{""name"":""rect"",""x"":331,""y"":563,""width"":993,""height"":666}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301586662_TS903171166-1a25236d-f7e2-45eb-adb2-e53da92b9d9b.jpg,142603,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":126,""width"":869,""height"":687}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301586662_TS903171166-186009fa-c5e5-4533-8320-3623f61cda09.jpg,215894,"{}",1,0,"{""name"":""rect"",""x"":287,""y"":355,""width"":963,""height"":1717}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301587386_TS903171433-da274379-10b1-42e4-b742-74352ca23b8c.jpg,167747,"{}",1,0,"{""name"":""rect"",""x"":279,""y"":174,""width"":701,""height"":1160}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301588439_TS903171869-b4d35ea8-9734-4c9c-90c7-f86fd9d76c41.jpg,206421,"{}",1,0,"{""name"":""rect"",""x"":471,""y"":731,""width"":416,""height"":741}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301595620_TS903173356-6e17be5c-297b-4aad-96a6-5a17f036ff9a.jpg,156632,"{}",1,0,"{""name"":""rect"",""x"":362,""y"":335,""width"":737,""height"":1174}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301595620_TS903173356-bd6d1cdc-2c6c-479a-ba49-e530380ff29e.jpg,169885,"{}",1,0,"{""name"":""rect"",""x"":138,""y"":3,""width"":924,""height"":1534}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301595734_TS903173333-17e41e5b-d7a7-4b9f-ad83-470152bec1f6.jpg,166439,"{}",1,0,"{""name"":""rect"",""x"":440,""y"":457,""width"":748,""height"":1444}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301604416_TS903174838-7ea093b1-8b3d-45c6-97a1-dd93c72f6d94.jpg,69556,"{}",2,0,"{""name"":""rect"",""x"":363,""y"":403,""width"":355,""height"":552}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301604416_TS903174838-7ea093b1-8b3d-45c6-97a1-dd93c72f6d94.jpg,69556,"{}",2,1,"{""name"":""rect"",""x"":4,""y"":254,""width"":378,""height"":758}","{""terminal"":""terminal"",""full_visibility"":""false""}"
╨Ч╨Э╨Ю0301610120_TS903175546-64c9ee97-92ed-4953-a314-1700f320e18d.jpg,235118,"{}",1,0,"{""name"":""rect"",""x"":283,""y"":396,""width"":1007,""height"":1594}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301614960_TS903176273-e330422b-fdff-4fbd-b8f7-fc33c896f21d.jpg,254235,"{}",1,0,"{""name"":""rect"",""x"":362,""y"":519,""width"":983,""height"":1481}","{""terminal"":""terminal"",""full_visibility"":""true""}"
╨Ч╨Э╨Ю0301615155_TS903176322-c165bc07-d31e-4c21-bfda-983d998b0a11.jpg,211020,"{}",1,0,"{""name"":""rect"",""x"":352,""y"":283,""width"":894,""height"":1560}","{""terminal"":""terminal"",""full_visibility"":""true""}"
